taskID  subjectID  prediction   mu     numLeft    numRight  signal  reactionTime
T466r        220        50        40        60        60        red        24
T661r        220        60        60        60        10        red        19
T445r        220        20        40        40        50        red        16
T225r        220        25        20        20        50        red        17
T665r        220        60        60        60        50        red        26
T199r        220        10        10        90        90        red        37
T771b        220        30        70        70        10        blue        14
T292r        220        20        20        90        20        red        22
T661b        220        40        60        60        10        blue        14
T998r        220        90        90        90        80        red        9
T299b        220        10        20        90        90        blue        15
T299r        220        20        20        90        90        red        15
T557r        220        50        50        50        70        red        18
T828b        220        80        80        20        80        blue        13
T771r        220        70        70        70        10        red        15
T474r        220        20        40        70        40        red        10
T118r        220        10        10        10        80        red        31
T227r        220        20        20        20        70        red        9
T686r        220        70        60        80        60        red        19
T828r        220        20        80        20        80        red        11
T449b        220        30        40        40        90        blue        27
T199b        220        10        10        90        90        blue        31
T227b        220        80        20        20        70        blue        18
T488b        220        20        40        80        80        blue        13
T686b        220        40        60        80        60        blue        24
T422b        220        20        40        20        20        blue        17
T442r        220        10        40        40        20        red        34
T171b        220        10        10        70        10        blue        14
T422r        220        10        40        20        20        red        19
T599r        220        50        50        90        90        red        13
T488r        220        40        40        80        80        red        29
T949r        221        90        90        40        90        red        116
T171r        221        10        10        70        10        red        59
T866b        221        20        80        60        60        blue        77
T585b        221        50        50        80        50        blue        123
T585r        221        50        50        80        50        red        13
T668b        221        40        60        60        80        blue        134
T838r        221        80        80        30        80        red        29
T322r        221        30        30        20        20        red        50
T323r        221        30        30        20        30        red        10
T252b        221        80        20        50        20        blue        22
T646r        221        60        60        40        60        red        19
T334b        221        70        30        30        40        blue        26
T818r        221        80        80        10        80        red        78
T334r        221        30        30        30        40        red        29
T177r        221        10        10        70        70        red        31
T855b        221        20        80        50        50        blue        27
T646b        221        40        60        40        60        blue        22
T422b        221        60        40        20        20        blue        29
T838b        221        20        80        30        80        blue        35
T442r        221        40        40        40        20        red        9
T881r        221        80        80        80        10        red        81
T171b        221        90        10        70        10        blue        7
T899b        221        20        80        90        90        blue        11
T445b        221        60        40        40        50        blue        9
T442b        221        60        40        40        20        blue        12
T177b        221        90        10        70        70        blue        8
T661b        221        40        60        60        10        blue        18
T757b        221        30        70        50        70        blue        31
T565r        221        50        50        60        50        red        31
T881b        221        20        80        80        10        blue        37
T661r        221        60        60        60        10        red        11
T353b        221        70        30        50        30        blue        11
T757r        221        70        70        50        70        red        24
T663r        221        60        60        60        30        red        12
T663b        221        40        60        60        30        blue        18
T288b        221        80        20        80        80        blue        7
T818b        221        20        80        10        80        blue        22
T622r        221        60        60        20        20        red        32
T668r        221        60        60        60        80        red        41
T949b        221        10        90        40        90        blue        11
T353r        221        30        30        50        30        red        43
T788r        221        70        70        80        80        red        22
T622b        221        40        60        20        20        blue        10
T866r        221        80        80        60        60        red        18
T899r        221        20        80        90        90        red        9
T323b        221        30        30        20        30        blue        32
T855r        221        80        80        50        50        red        53
T277r        221        20        20        70        70        red        18
T422r        221        40        40        20        20        red        22
T885b        221        20        80        80        50        blue        26
T445r        221        40        40        40        50        red        17
T277b        221        80        20        70        70        blue        26
T565b        221        50        50        60        50        blue        18
T885r        221        80        80        80        50        red        46
T788b        221        30        70        80        80        blue        14
T252r        221        20        20        50        20        red        26
T898r        221        80        80        90        80        red        26
T288r        221        20        20        80        80        red        20
T322b        221        30        30        20        20        blue        12
T898b        221        80        80        90        80        blue        36
T766b        222        70        70        60        60        blue        66
T939b        222        98        90        30        90        blue        61
T979b        222        96        90        70        90        blue        64
T188b        222        10        10        80        80        blue        95
T232b        222        15        20        30        20        blue        77
T141r        222        31        10        40        10        red        77
T332b        222        27        30        30        20        blue        54
T227b        222        57        20        20        70        blue        53
T433b        222        40        40        30        30        blue        72
T661r        222        88        60        60        10        red        74
T454b        222        36        40        50        40        blue        44
T181b        222        2        10        80        10        blue        24
T688b        222        60        60        80        80        blue        25
T232r        222        27        20        30        20        red        24
T577b        222        50        50        70        70        blue        17
T996b        222        69        90        90        60        blue        28
T332r        222        39        30        30        20        red        27
T433r        222        40        40        30        30        red        27
T141b        222        7        10        40        10        blue        42
T757b        222        80        70        50        70        blue        31
T227r        222        7        20        20        70        red        26
T577r        222        50        50        70        70        red        18
T144r        222        10        10        40        40        red        30
T755b        222        70        70        50        50        blue        27
T688r        222        60        60        80        80        red        27
T661b        222        40        60        60        10        blue        29
T757r        222        63        70        50        70        red        37
T779r        222        64        70        70        90        red        42
T558r        222        38        50        50        80        red        27
T766r        222        70        70        60        60        red        30
T311r        222        30        30        10        10        red        27
T188r        222        10        10        80        80        red        27
T311b        222        30        30        10        10        blue        29
T454r        222        45        40        50        40        red        28
T113r        222        4        10        10        30        red        29
T663r        222        75        60        60        30        red        29
T558b        222        71        50        50        80        blue        28
T733b        222        70        70        30        30        blue        28
T566b        222        50        50        60        60        blue        31
T959r        222        83        90        50        90        red        28
T939r        222        75        90        30        90        red        28
T113b        222        13        10        10        30        blue        26
T959b        222        98        90        50        90        blue        28
T666r        222        50        60        60        60        red        39
T755r        222        50        70        50        50        red        22
T144b        222        10        10        40        40        blue        40
T779b        222        87        70        70        90        blue        37
T722r        222        70        70        20        20        red        29
T733r        222        70        70        30        30        red        29
T663b        222        46        60        60        30        blue        29
T181r        222        47        10        80        10        red        41
T727r        222        48        70        20        70        red        33
T566r        222        50        50        60        60        red        28
T727b        222        86        70        20        70        blue        26
T979r        222        87        90        70        90        red        31
T722b        222        70        70        20        20        blue        27
T996r        222        93        90        90        60        red        32
T911r        222        90        90        10        10        red        28
T666b        222        60        60        60        60        blue        28
T911b        222        90        90        10        10        blue        30
T838b        223        93        80        30        80        blue        186
T288b        223        20        20        80        80        blue        85
T889b        223        15        80        80        90        blue        15
T223b        223        85        20        20        30        blue        13
T788b        223        20        70        80        80        blue        12
T577r        223        50        50        70        70        red        10
T545b        223        60        50        40        50        blue        90
T333r        223        30        30        30        30        red        69
T288r        223        20        20        80        80        red        14
T993b        223        40        90        90        30        blue        22
T445b        223        60        40        40        50        blue        54
T366r        223        40        30        60        60        red        7
T333b        223        50        30        30        30        blue        27
T552r        223        71        50        50        20        red        30
T227r        223        22        20        20        70        red        46
T788r        223        45        70        80        80        red        10
T466r        223        50        40        60        60        red        10
T787r        223        25        70        80        70        red        6
T355b        223        65        30        50        50        blue        18
T838r        223        48        80        30        80        red        22
T552b        223        38        50        50        20        blue        42
T221r        223        75        20        20        10        red        8
T447r        223        60        40        40        70        red        6
T888b        223        50        80        80        80        blue        7
T114b        223        35        10        10        40        blue        6
T229b        223        80        20        20        90        blue        30
T223r        223        80        20        20        30        red        6
T229r        223        41        20        20        90        red        8
T244r        223        50        20        40        40        red        18
T227b        223        80        20        20        70        blue        7
T447b        223        60        40        40        70        blue        12
T323r        223        80        30        20        30        red        5
T883r        223        20        80        80        30        red        19
T979b        223        35        90        70        90        blue        7
T466b        223        50        40        60        60        blue        25
T545r        223        40        50        40        50        red        19
T668b        223        40        60        60        80        blue        6
T444r        223        50        40        40        40        red        8
T244b        223        50        20        40        40        blue        5
T422r        223        80        40        20        20        red        6
T979r        223        87        90        70        90        red        27
T355r        223        50        30        50        50        red        18
T888r        223        20        80        80        80        red        8
T993r        223        67        90        90        30        red        12
T242r        223        60        20        40        20        red        7
T668r        223        65        60        60        80        red        6
T323b        223        33        30        20        30        blue        26
T557b        223        39        50        50        70        blue        7
T366b        223        50        30        60        60        blue        21
T445r        223        55        40        40        50        red        11
T242b        223        60        20        40        20        blue        11
T557r        223        69        50        50        70        red        14
T422b        223        80        40        20        20        blue        7
T883b        223        16        80        80        30        blue        30
T577b        223        50        50        70        70        blue        13
T444b        223        50        40        40        40        blue        6
T889r        223        47        80        80        90        red        35
T787b        223        16        70        80        70        blue        14
T114r        223        20        10        10        40        red        33
T221b        223        20        20        20        10        blue        7
T655b        224        50        60        50        50        blue        46
T911r        224        50        90        10        10        red        29
T424r        224        10        40        20        40        red        69
T665r        224        60        60        60        50        red        41
T787r        224        50        70        80        70        red        54
T448r        224        30        40        40        80        red        18
T552b        224        40        50        50        20        blue        61
T799r        224        60        70        90        90        red        24
T665b        224        50        60        60        50        blue        18
T499r        224        45        40        90        90        red        27
T499b        224        40        40        90        90        blue        13
T282r        224        30        20        80        20        red        54
T644r        224        55        60        40        40        red        31
T644b        224        60        60        40        40        blue        23
T373r        224        40        30        70        30        red        32
T787b        224        60        70        80        70        blue        35
T775b        224        55        70        70        50        blue        29
T552r        224        60        50        50        20        red        17
T116b        224        25        10        10        60        blue        16
T646r        224        50        60        40        60        red        14
T133r        224        10        10        30        30        red        18
T225r        224        10        20        20        50        red        19
T662r        224        70        60        60        20        red        12
T443r        224        50        40        40        30        red        14
T662b        224        45        60        60        20        blue        18
T556r        224        45        50        50        60        red        14
T454r        224        45        40        50        40        red        15
T424b        224        50        40        20        40        blue        16
T373b        224        15        30        70        30        blue        12
T464b        224        30        40        60        40        blue        26
T933r        224        90        90        30        30        red        12
T772r        224        85        70        70        20        red        19
T448b        224        60        40        40        80        blue        15
T111r        224        10        10        10        10        red        25
T755b        224        70        70        50        50        blue        12
T686b        224        35        60        80        60        blue        25
T772b        224        45        70        70        20        blue        43
T282b        224        5        20        80        20        blue        11
T933b        224        90        90        30        30        blue        12
T443b        224        35        40        40        30        blue        17
T911b        224        90        90        10        10        blue        10
T997r        224        95        90        90        70        red        42
T777b        224        70        70        70        70        blue        9
T775r        224        80        70        70        50        red        12
T777r        224        70        70        70        70        red        11
T799b        224        70        70        90        90        blue        8
T211b        224        20        20        10        10        blue        9
T116r        224        2        10        10        60        red        13
T111b        224        10        10        10        10        blue        7
T211r        224        20        20        10        10        red        8
T464r        224        45        40        60        40        red        10
T755r        224        70        70        50        50        red        7
T556b        224        45        50        50        60        blue        11
T646b        224        70        60        40        60        blue        10
T997b        224        30        90        90        70        blue        28
T655r        224        60        60        50        50        red        6
T454b        224        35        40        50        40        blue        16
T133b        224        10        10        30        30        blue        10
T686r        224        70        60        80        60        red        16
T225b        224        40        20        20        50        blue        9
T366r        225        30        30        60        60        red        26
T988r        225        90        90        80        80        red        11
T515r        225        85        50        10        50        red        155
T977r        225        90        90        70        70        red        9
T449r        225        60        40        40        90        red        43
T633r        225        60        60        30        30        red        6
T229b        225        20        20        20        90        blue        7
T377b        225        30        30        70        70        blue        5
T988b        225        90        90        80        80        blue        7
T229r        225        20        20        20        90        red        3
T441b        225        40        40        40        10        blue        4
T433b        225        40        40        30        30        blue        3
T366b        225        30        30        60        60        blue        3
T449b        225        40        40        40        90        blue        3
T757r        225        70        70        50        70        red        4
T188b        225        10        10        80        80        blue        3
T772r        225        70        70        70        20        red        4
T222b        225        20        20        20        20        blue        4
T399r        225        30        30        90        90        red        3
T818b        225        80        80        10        80        blue        4
T433r        225        40        40        30        30        red        3
T662b        225        60        60        60        20        blue        5
T818r        225        80        80        10        80        red        5
T922b        225        90        90        20        20        blue        3
T585b        225        50        50        80        50        blue        5
T441r        225        40        40        40        10        red        3
T922r        225        90        90        20        20        red        3
T585r        225        50        50        80        50        red        6
T515b        225        50        50        10        50        blue        7
T633b        225        60        60        30        30        blue        5
T533b        225        50        50        30        30        blue        5
T114r        225        10        10        10        40        red        5
T755b        225        70        70        50        50        blue        5
T878b        225        80        80        70        80        blue        4
T222r        225        20        20        20        20        red        7
T556b        225        50        50        50        60        blue        4
T114b        225        10        10        10        40        blue        3
T333r        225        30        30        30        30        red        3
T244b        225        20        20        40        40        blue        4
T117b        225        10        10        10        70        blue        2
T353r        225        30        30        50        30        red        4
T755r        225        70        70        50        50        red        3
T878r        225        80        80        70        80        red        3
T977b        225        90        90        70        70        blue        6
T757b        225        70        70        50        70        blue        4
T399b        225        30        30        90        90        blue        3
T662r        225        60        60        60        20        red        3
T377r        225        30        30        70        70        red        4
T666b        225        60        60        60        60        blue        3
T556r        225        50        50        50        60        red        3
T666r        225        60        60        60        60        red        3
T884r        225        80        80        80        40        red        2
T353b        225        30        30        50        30        blue        3
T244r        225        20        20        40        40        red        2
T333b        225        30        30        30        30        blue        3
T884b        225        80        80        80        40        blue        2
T533r        225        50        50        30        30        red        3
T117r        225        10        10        10        70        red        3
T188r        225        10        10        80        80        red        3
T772b        225        70        70        70        20        blue        3
T577b        226        30        50        70        70        blue        43
T626r        226        60        60        20        60        red        7
T499r        226        90        40        90        90        red        7
T626b        226        80        60        20        60        blue        14
T949r        226        40        90        40        90        red        5
T224r        226        50        20        20        40        red        11
T224b        226        80        20        20        40        blue        5
T778r        226        70        70        70        80        red        18
T999r        226        80        90        90        90        red        31
T996b        226        60        90        90        60        blue        4
T488b        226        20        40        80        80        blue        22
T595b        226        60        50        90        50        blue        4
T388b        226        50        30        80        80        blue        4
T633r        226        30        60        30        30        red        7
T688b        226        20        60        80        80        blue        6
T633b        226        70        60        30        30        blue        5
T322b        226        80        30        20        20        blue        5
T885b        226        19        80        80        50        blue        11
T334b        226        20        30        30        40        blue        4
T499b        226        10        40        90        90        blue        8
T616b        226        60        60        10        60        blue        8
T733b        226        30        70        30        30        blue        4
T544r        226        40        50        40        40        red        8
T699r        226        90        60        90        90        red        16
T255r        226        50        20        50        50        red        6
T699b        226        90        60        90        90        blue        52
T929r        226        80        90        20        90        red        4
T388r        226        80        30        80        80        red        10
T335b        226        60        30        30        50        blue        7
T885r        226        65        80        80        50        red        14
T393b        226        40        30        90        30        blue        11
T466r        226        60        40        60        60        red        80
T338b        226        60        30        30        80        blue        45
T595r        226        60        50        90        50        red        8
T566r        226        60        50        60        60        red        5
T466b        226        60        40        60        60        blue        26
T544b        226        60        50        40        40        blue        7
T999b        226        20        90        90        90        blue        18
T778b        226        30        70        70        80        blue        14
T577r        226        70        50        70        70        red        16
T949b        226        60        90        40        90        blue        14
T554r        226        50        50        50        40        red        9
T996r        226        90        90        90        60        red        6
T337r        226        30        30        30        70        red        16
T488r        226        80        40        80        80        red        12
T334r        226        30        30        30        40        red        35
T338r        226        30        30        30        80        red        16
T554b        226        60        50        50        40        blue        28
T566b        226        40        50        60        60        blue        16
T616r        226        30        60        10        60        red        47
T393r        226        80        30        90        30        red        13
T558b        226        50        50        50        80        blue        6
T929b        226        80        90        20        90        blue        4
T255b        226        50        20        50        50        blue        22
T337b        226        30        30        30        70        blue        6
T733r        226        30        70        30        30        red        4
T688r        226        80        60        80        80        red        25
T322r        226        20        30        20        20        red        19
T558r        226        50        50        50        80        red        5
T335r        226        80        30        30        50        red        4
T272b        227        6        20        70        20        blue        50
T455b        227        20        40        50        50        blue        37
T744r        227        14        70        40        40        red        92
T121b        227        8        10        20        10        blue        39
T711b        227        63        70        10        10        blue        76
T811r        227        8        80        10        10        red        33
T884b        227        16        80        80        40        blue        33
T711r        227        7        70        10        10        red        17
T744b        227        42        70        40        40        blue        41
T616r        227        6        60        10        60        red        17
T577b        227        15        50        70        70        blue        21
T515b        227        45        50        10        50        blue        20
T757r        227        35        70        50        70        red        24
T515r        227        5        50        10        50        red        23
T333r        227        9        30        30        30        red        27
T272r        227        14        20        70        20        red        17
T757b        227        35        70        50        70        blue        13
T747b        227        28        70        40        70        blue        29
T229b        227        16        20        20        90        blue        14
T662b        227        24        60        60        20        blue        81
T448r        227        16        40        40        80        red        22
T667r        227        36        60        60        70        red        31
T884r        227        64        80        80        40        red        29
T727r        227        14        70        20        70        red        25
T662r        227        36        60        60        20        red        15
T448b        227        24        40        40        80        blue        18
T616b        227        54        60        10        60        blue        18
T232b        227        14        20        30        20        blue        20
T644r        227        24        60        40        40        red        17
T244r        227        8        20        40        40        red        18
T477b        227        12        40        70        70        blue        29
T232r        227        6        20        30        20        red        15
T994r        227        81        90        90        40        red        22
T955b        227        45        90        50        50        blue        16
T667b        227        24        60        60        70        blue        17
T747r        227        28        70        40        70        red        61
T383b        227        24        30        80        30        blue        16
T299r        227        18        20        90        90        red        23
T577r        227        35        50        70        70        red        39
T229r        227        4        20        20        90        red        9
T199r        227        9        10        90        90        red        14
T727b        227        56        70        20        70        blue        57
T477r        227        28        40        70        70        red        16
T454b        227        20        40        50        40        blue        17
T454r        227        20        40        50        40        red        29
T644b        227        24        60        40        40        blue        59
T455r        227        20        40        50        50        red        11
T995r        227        81        90        90        50        red        29
T227r        227        4        20        20        70        red        14
T333b        227        21        30        30        30        blue        30
T811b        227        72        80        10        10        blue        14
T299b        227        2        20        90        90        blue        15
T383r        227        24        30        80        30        red        12
T227b        227        16        20        20        70        blue        10
T199b        227        1        10        90        90        blue        16
T955r        227        45        90        50        50        red        9
T244b        227        12        20        40        40        blue        48
T994b        227        9        90        90        40        blue        23
T995b        227        9        90        90        50        blue        35
T121r        227        2        10        20        10        red        19
T363b        228        40        30        60        30        blue        48
T775r        228        70        70        70        50        red        25
T447b        228        50        40        40        70        blue        25
T266b        228        40        20        60        60        blue        17
T544b        228        50        50        40        40        blue        14
T599r        228        50        50        90        90        red        15
T338b        228        30        30        30        80        blue        25
T755r        228        60        70        50        50        red        21
T447r        228        40        40        40        70        red        23
T188b        228        20        10        80        80        blue        31
T599b        228        50        50        90        90        blue        13
T282r        228        70        20        80        20        red        21
T424r        228        20        40        20        40        red        14
T227b        228        80        20        20        70        blue        31
T313b        228        90        30        10        30        blue        18
T339r        228        30        30        30        90        red        52
T771r        228        10        70        70        10        red        11
T998b        228        10        90        90        80        blue        15
T141r        228        20        10        40        10        red        25
T313r        228        10        30        10        30        red        16
T188r        228        80        10        80        80        red        16
T464b        228        40        40        60        40        blue        32
T141b        228        30        10        40        10        blue        26
T116b        228        10        10        10        60        blue        32
T661b        228        40        60        60        10        blue        11
T449r        228        60        40        40        90        red        22
T338r        228        30        30        30        80        red        22
T771b        228        70        70        70        10        blue        34
T544r        228        50        50        40        40        red        19
T998r        228        90        90        90        80        red        72
T885r        228        80        80        80        50        red        18
T616b        228        60        60        10        60        blue        13
T363r        228        30        30        60        30        red        22
T449b        228        45        40        40        90        blue        24
T288b        228        20        20        80        80        blue        34
T661r        228        60        60        60        10        red        15
T227r        228        20        20        20        70        red        7
T773r        228        70        70        70        30        red        12
T177r        228        10        10        70        70        red        12
T755b        228        70        70        50        50        blue        33
T464r        228        60        40        60        40        red        18
T535b        228        60        50        30        50        blue        10
T747b        228        60        70        40        70        blue        13
T775b        228        30        70        70        50        blue        12
T116r        228        10        10        10        60        red        8
T773b        228        50        70        70        30        blue        60
T339b        228        80        30        30        90        blue        26
T111r        228        10        10        10        10        red        15
T288r        228        20        20        80        80        red        48
T424b        228        50        40        20        40        blue        28
T535r        228        35        50        30        50        red        44
T266r        228        20        20        60        60        red        59
T414b        228        45        40        10        40        blue        19
T414r        228        10        40        10        40        red        31
T177b        228        10        10        70        70        blue        13
T282b        228        20        20        80        20        blue        16
T747r        228        70        70        40        70        red        54
T111b        228        10        10        10        10        blue        14
T616r        228        60        60        10        60        red        13
T885b        228        80        80        80        50        blue        19
T535r        229        50        50        30        50        red        39
T373r        229        70        30        70        30        red        118
T998r        229        90        90        90        80        red        8
T443b        229        60        40        40        30        blue        15
T131r        229        30        10        30        10        red        10
T443r        229        40        40        40        30        red        10
T585b        229        20        50        80        50        blue        11
T337b        229        70        30        30        70        blue        17
T787b        229        20        70        80        70        blue        15
T535b        229        70        50        30        50        blue        11
T334r        229        30        30        30        40        red        12
T334b        229        70        30        30        40        blue        6
T885r        229        80        80        80        50        red        9
T822b        229        80        80        20        20        blue        14
T299r        229        90        20        90        90        red        6
T442b        229        60        40        40        20        blue        8
T787r        229        80        70        80        70        red        8
T377r        229        70        30        70        70        red        7
T188r        229        80        10        80        80        red        7
T299b        229        10        20        90        90        blue        21
T161r        229        6        10        60        10        red        10
T188b        229        2        10        80        80        blue        23
T449b        229        60        40        40        90        blue        23
T373b        229        30        30        70        30        blue        10
T446b        229        60        40        40        60        blue        14
T858b        229        50        80        50        80        blue        12
T161b        229        40        10        60        10        blue        10
T266r        229        60        20        60        60        red        10
T998b        229        90        90        90        80        blue        15
T244r        229        4        20        40        40        red        23
T244b        229        6        20        40        40        blue        39
T616b        229        90        60        10        60        blue        16
T622b        229        80        60        20        20        blue        13
T788b        229        70        70        80        80        blue        14
T677b        229        40        60        70        70        blue        31
T442r        229        40        40        40        20        red        47
T242r        229        20        20        40        20        red        23
T822r        229        40        80        20        20        red        14
T922r        229        70        90        20        20        red        18
T774r        229        70        70        70        40        red        14
T449r        229        40        40        40        90        red        11
T131b        229        7        10        30        10        blue        21
T616r        229        60        60        10        60        red        14
T122b        229        80        10        20        20        blue        22
T377b        229        30        30        70        70        blue        13
T266b        229        20        20        60        60        blue        17
T446r        229        40        40        40        60        red        14
T337r        229        30        30        30        70        red        12
T774b        229        30        70        70        40        blue        25
T885b        229        40        80        80        50        blue        9
T622r        229        40        60        20        20        red        12
T242b        229        40        20        40        20        blue        18
T585r        229        30        50        80        50        red        17
T922b        229        70        90        20        20        blue        14
T414r        229        30        40        10        40        red        9
T122r        229        10        10        20        20        red        18
T677r        229        60        60        70        70        red        12
T858r        229        60        80        50        80        red        41
T788r        229        70        70        80        80        red        8
T414b        229        60        40        10        40        blue        15
T533r        230        50        50        30        30        red        149
T533b        230        50        50        30        30        blue        45
T554r        230        56        50        50        40        red        67
T655b        230        60        60        50        50        blue        64
T588b        230        50        50        80        80        blue        45
